budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,top_genre,year
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://dylandogdeadofnight.com/,43935,"[{""id"": 703, ""name"": ""detective""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 219990, ""name"": ""ghouls""}]",en,Dylan Dog: Dead of Night,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",10.617236,"[{""name"": ""Hyde Park Films"", ""id"": 1172}, {""name"": ""platinum studios"", ""id"": 7218}, {""name"": ""Long Distance Films"", ""id"": 7219}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-16,4634062,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,No pulse? No problem,Dylan Dog: Dead of Night,4.5,139,Action,2011
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,11458,"[{""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2134, ""name"": ""press""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 5424, ""name"": ""women's prison""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9302, ""name"": ""exzess""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 34038, ""name"": ""intrigue""}]",en,People I Know,A New York press agent must scramble when his major client becomes embroiled in a huge scandal.,6.377308,[],"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-21,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,People I Know,5.5,48,Drama,2002
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.tempest-themovie.com/,44638,"[{""id"": 497, ""name"": ""shakespeare""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 2041, ""name"": ""island""}, {""id"": 4456, ""name"": ""frog""}, {""id"": 5147, ""name"": ""sorcery""}, {""id"": 5149, ""name"": ""banishment""}, {""id"": 13153, ""name"": ""spirit""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 15192, ""name"": ""staff""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 199814, ""name"": ""sorceress""}, {""id"": 204312, ""name"": ""loincloth""}]",en,The Tempest,"An adaptation of the play by William Shakespeare. Prospera (a female version of Shakespeare's Prospero) is the usurped ruler of Milan who has been banished to a mysterious island with her daughter. Using her magical powers, she draws her enemies to the island to exact her revenge.",3.620537,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-12-10,346594,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Tempest,6.0,31,Drama,2010
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,241257,"[{""id"": 5340, ""name"": ""investigation""}, {""id"": 11469, ""name"": ""memory loss""}]",en,Regression,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",27.215666,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Himen\u00f3ptero"", ""id"": 784}, {""name"": ""First Generation Films"", ""id"": 4908}, {""name"": ""Mod Producciones"", ""id"": 5444}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Telef\u00f3nica Studios"", ""id"": 29564}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2015-10-01,17671101,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fear always finds its victim,Regression,5.3,585,Horror,2015
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",,14538,"[{""id"": 3389, ""name"": ""warrior woman""}, {""id"": 9791, ""name"": ""number in title""}]",en,三国之见龙卸甲,"The aging Zhao embarks on his final and greatest campaign, a road to adventure that will crown his name in glory for all time.",4.127155,"[{""name"": ""Visualizer Film Productions"", ""id"": 2921}, {""name"": ""Taewon Entertainment"", ""id"": 3965}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",2008-04-03,0,102.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,,Three Kingdoms: Resurrection of the Dragon,6.6,35,Action,2008
20000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,13250,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 5756, ""name"": ""man-woman relation""}, {""id"": 9748, ""name"": ""revenge""}]",en,Butterfly on a Wheel,A sociopathic kidnapper methodically pushes a desperate pair of parents to their absolute breaking point.,13.118982999999998,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Infinity Features Entertainment"", ""id"": 212}, {""name"": ""Irish Dreamtime"", ""id"": 597}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Province of British Columbia Film Incentive BC"", ""id"": 11567}, {""name"": ""Butterfly Productions"", ""id"": 11568}, {""name"": ""Chum Television"", ""id"": 11569}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-07-27,0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lives will be broken,Butterfly on a Wheel,6.3,130,Crime,2007
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",http://zambeziamovie.com/,133931,"[{""id"": 2639, ""name"": ""falcon""}, {""id"": 2646, ""name"": ""bird""}, {""id"": 202540, ""name"": ""origin""}]",en,Zambezia,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community",14.182301,"[{""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""120dB Films"", ""id"": 5113}, {""name"": ""The Department of Trade and Industry of South Africa"", ""id"": 10884}, {""name"": ""Cinema Management Group"", ""id"": 25032}, {""name"": ""The National Film and Video Foundation of SA"", ""id"": 25033}, {""name"": ""Wonderful Works"", ""id"": 25034}, {""name"": ""Triggerfish Animation"", ""id"": 33805}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2012-06-05,0,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Airborne to be wild.,Zambezia,5.3,68,Comedy,2012
0,"[{""id"": 16, ""name"": ""Animation""}]",http://www.dwegons.com/,239897,[],en,Dwegons,"Family inherits an old house and to their surprise, finds the home filled with wonderful colorful creatures that brings the family together.",0.48540500000000003,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-24,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Dwegons,0.5,1,Animation,2014
20000000,"[{""id"": 18, ""name"": ""Drama""}]",,184341,[],en,Hands of Stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,7.444189,"[{""name"": ""Weinstein Company, The"", ""id"": 7289}, {""name"": ""La Piedra Films"", ""id"": 52064}, {""name"": ""Fuego Films"", ""id"": 52065}, {""name"": ""Epicentral Studios"", ""id"": 52066}]","[{""iso_3166_1"": ""PA"", ""name"": ""Panama""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-26,0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No más. No surrender.,Hands of Stone,6.1,109,Drama,2016
20000000,"[{""id"": 53, ""name"": ""Thriller""}]",http://survivormovie.com/,334074,"[{""id"": 613, ""name"": ""new year's eve""}, {""id"": 657, ""name"": ""fire""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 4123, ""name"": ""embassy""}, {""id"": 4709, ""name"": ""hand grenade""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 34079, ""name"": ""death""}, {""id"": 159841, ""name"": ""cigarette lighter""}, {""id"": 175023, ""name"": ""microscope""}, {""id"": 215163, ""name"": ""hazmat suit""}]",en,Survivor,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",33.625477000000004,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Winkler Films"", ""id"": 8880}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Survivor Productions"", ""id"": 54409}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-21,0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His Next Target is Now Hunting Him,Survivor,5.4,404,Thriller,2015
27220000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,199373,"[{""id"": 1419, ""name"": ""gun""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10958, ""name"": ""man hunt""}, {""id"": 33688, ""name"": ""hunting""}]",en,The Frozen Ground,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,28.060471999999997,"[{""name"": ""Grindstone Entertainment Group"", ""id"": 3604}, {""name"": ""Cheetah Vision"", ""id"": 5830}, {""name"": ""K5 International"", ""id"": 6715}, {""name"": ""Paradox Entertainment"", ""id"": 6819}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Picture Perfect Corporation"", ""id"": 27993}, {""name"": ""Court Five"", ""id"": 30023}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""Valentina Films"", ""id"": 31833}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-18,5496951,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The hunter becomes the hunted,The Frozen Ground,6.1,465,Thriller,2013
19400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,14202,"[{""id"": 478, ""name"": ""china""}, {""id"": 7728, ""name"": ""cholera""}, {""id"": 8781, ""name"": ""foreign aid""}, {""id"": 17995, ""name"": ""epidemic""}, {""id"": 187325, ""name"": ""loveless marriage""}]",en,The Painted Veil,"A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.",20.746932,"[{""name"": ""Emotion Pictures"", ""id"": 741}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Class 5 Films"", ""id"": 2297}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Warner China Film HG Corporation"", ""id"": 7999}, {""name"": ""Stratus Film Co."", ""id"": 11027}, {""name"": ""WIP"", ""id"": 12259}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""The Colleton Company"", ""id"": 12261}, {""name"": ""Dragon Studios"", ""id"": 12262}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-09,0,125.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes the greatest journey is the distance between two people.,The Painted Veil,7.1,312,Drama,2006
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.areyouabadteacher.com/,52449,"[{""id"": 1517, ""name"": ""classroom""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10873, ""name"": ""school""}, {""id"": 210605, ""name"": ""workplace humor""}]",en,Bad Teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",28.497242,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mosaic Media Group"", ""id"": 748}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-16,216197492,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She doesn't give an F.,Bad Teacher,5.4,1584,Comedy,2011
19000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www2.warnerbros.com/acinderellastory/index.html,11247,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 995, ""name"": ""cinderella""}, {""id"": 3640, ""name"": ""work""}, {""id"": 5921, ""name"": ""step mother""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 18118, ""name"": ""disguise""}, {""id"": 155791, ""name"": ""american football player""}, {""id"": 188237, ""name"": ""teenage romance""}, {""id"": 196691, ""name"": ""step sister""}, {""id"": 221039, ""name"": ""modern fairy tale""}]",en,A Cinderella Story,"Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko!",25.28132,"[{""name"": ""Gaylord Films"", ""id"": 5367}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dylan Sellers Productions"", ""id"": 8807}, {""name"": ""Clifford Werber Productions"", ""id"": 46051}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-10,70067909,95.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Once upon a time... can happen any time.,A Cinderella Story,6.1,713,Comedy,2004
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,9378,"[{""id"": 414, ""name"": ""hunter""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 4295, ""name"": ""collector""}, {""id"": 6095, ""name"": ""house""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 6154, ""name"": ""hell""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 10911, ""name"": ""inheritance""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14742, ""name"": ""psychic""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 18029, ""name"": ""trapped""}, {""id"": 33618, ""name"": ""machine""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 188478, ""name"": ""glass""}]",en,Thir13en Ghosts,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",20.392858,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""13 Ghosts Productions Canada Inc."", ""id"": 23503}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-10-26,0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions...",Thir13en Ghosts,5.4,440,Horror,2001
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,11377,"[{""id"": 2574, ""name"": ""lunatic asylum""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,House on Haunted Hill,"A remake of the 1959 film of the same name. A millionaire offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",13.664614000000002,"[{""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-29,40846082,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil loves to party.,House on Haunted Hill,5.5,209,Horror,1999
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,26367,"[{""id"": 6894, ""name"": ""aunt""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,I Can Do Bad All By Myself,"When Madea catches sixteen-year-old Jennifer and her two younger brothers looting her home, she decides to take matters into her own hands and delivers the young delinquents to the only relative they have: their aunt April. A heavy-drinking nightclub singer who lives off of Raymond, her married boyfriend, April wants nothing to do with the kids.",2.242809,"[{""name"": ""Lions Gate Films"", ""id"": 35}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-11,0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,I Can Do Bad All By Myself,6.0,40,Drama,2009
27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",http://www.fightvalley.com/,385383,"[{""id"": 586, ""name"": ""new jersey""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9917, ""name"": ""mixed martial arts""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 17977, ""name"": ""underground fighting""}, {""id"": 33610, ""name"": ""gym""}, {""id"": 205851, ""name"": ""ultimate fighting championship""}]",en,Fight Valley,"When Tory Coro turns up dead, the neighborhood turns up silent. Rumor has it she became yet another victim of the small town known as FIGHT VALLEY. Tory's sister Windsor moves to town to begin her own investigation on her sister's mysterious death after weeks of no leads from the police. She's quick to learn that Tory fought for money to make ends meet. If girl-next-door Windsor is going to make her way into FIGHT VALLEY to find the truth about Tory, she's going to have to fight her way in. ""Jabs"" (Miesha Tate) swore she would never throw a punch in the Valley again. Jabs now finds herself training Windsor to survive the painful, unexpected path she's about to take. Every corner. Every alley. Every doorway. She must follow the last footsteps of her sister in order to come face-to-face with Tory's killer in FIGHT VALLEY.",1.224105,"[{""name"": ""Cinestyle Media Group"", ""id"": 74413}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-22,0,90.0,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One way in. No way out.,Fight Valley,3.9,8,Action,2016
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",http://theswitch-movie.com/,41210,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 1009, ""name"": ""baby""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2269, ""name"": ""aquarium""}, {""id"": 2700, ""name"": ""sperm""}, {""id"": 9736, ""name"": ""little boy""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 159150, ""name"": ""artificial insemination""}]",en,The Switch,"An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",27.494037,"[{""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Bona Fide Productions"", ""id"": 2570}, {""name"": ""Echo Films"", ""id"": 7382}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-11,49830607,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most unexpected comedy ever conceived.,The Switch,5.9,583,Comedy,2010
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",,12090,"[{""id"": 110, ""name"": ""venice""}, {""id"": 254, ""name"": ""france""}, {""id"": 378, ""name"": ""prison""}, {""id"": 657, ""name"": ""fire""}, {""id"": 1295, ""name"": ""europe""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 2676, ""name"": ""honeymoon""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3455, ""name"": ""just married""}, {""id"": 3899, ""name"": ""chewing gum""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6876, ""name"": ""vacation""}]",en,Just Married,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",18.475179999999998,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Mediastream Dritte Film GmbH & Co. Beteiligungs KG"", ""id"": 19352}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-09,101564935,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Welcome to the honeymoon from hell.,Just Married,5.3,404,Comedy,2003
19100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10752, ""name"": ""War""}]",,62630,"[{""id"": 3998, ""name"": ""palace""}, {""id"": 13068, ""name"": ""impostor""}, {""id"": 15078, ""name"": ""pervertion""}]",en,The Devil's Double,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,10.559414,"[{""name"": ""Corrino Media Corporation"", ""id"": 7178}, {""name"": ""Corsan"", ""id"": 7299}, {""name"": ""Staccato Films"", ""id"": 7300}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",2011-02-11,5728213,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The 80's were brilliant, if you were in charge.",The Devil's Double,6.5,208,Drama,2011
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",,16110,[],en,Thomas and the Magic Railroad,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.",1.916351,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Britt Allcroft Productions"", ""id"": 37618}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-26,0,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Little Engines CAN Do Big Things...,Thomas and the Magic Railroad,4.6,8,Animation,2000
20000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",,29427,"[{""id"": 321, ""name"": ""terror""}, {""id"": 1865, ""name"": ""biological weapon""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 15085, ""name"": ""splatter""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188957, ""name"": ""virus""}]",en,The Crazies,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,28.867568,"[{""name"": ""Penn Station Entertainment"", ""id"": 4916}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Overture Films"", ""id"": 12807}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-26,54956140,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fear Thy Neighbor,The Crazies,6.2,633,Mystery,2010
0,"[{""id"": 18, ""name"": ""Drama""}]",http://www.thebookthief.com/,203833,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 3096, ""name"": ""book""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 11508, ""name"": ""jewish""}]",en,The Book Thief,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",57.84156,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-08,76586316,131.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Courage beyond words.,The Book Thief,7.4,1486,Drama,2013
